DateTime,Media_Temperatura,Low_Temp,High_Temp,Media_Umidita,Date,Numero_Insetti,Nuove_Catture
2024-07-16 01:00:00,19.05,"18,3","19,8","72,69",2024-07-16,0,0
2024-07-16 02:00:00,18.0,"17,7","18,2","76,11",2024-07-16,2,1
2024-07-16 02:00:00,18.0,"17,7","18,2","76,11",2024-07-16,0,0
2024-07-16 03:00:00,17.42,"17,2","17,7","78,6",2024-07-16,2,1
2024-07-16 03:00:00,17.42,"17,2","17,7","78,6",2024-07-16,0,0
2024-07-16 04:00:00,16.87,"16,6","17,1","79,91",2024-07-16,2,1
2024-07-16 04:00:00,16.87,"16,6","17,1","79,91",2024-07-16,0,0
2024-07-16 05:00:00,16.14,"15,9","16,4","84,25",2024-07-16,2,1
2024-07-16 05:00:00,16.14,"15,9","16,4","84,25",2024-07-16,0,0
2024-07-16 06:00:00,16.08,"15,9","16,3","83,29",2024-07-16,2,1
2024-07-16 06:00:00,16.08,"15,9","16,3","83,29",2024-07-16,0,0
2024-07-16 07:00:00,17.7,"16,2","19,1","75,29",2024-07-16,2,1
2024-07-16 07:00:00,17.7,"16,2","19,1","75,29",2024-07-16,0,0
2024-07-16 08:00:00,23.07,"19,6","25,9","59,71",2024-07-16,2,1
2024-07-16 08:00:00,23.07,"19,6","25,9","59,71",2024-07-16,0,0
2024-07-16 09:00:00,29.46,"25,8",32,"42,76",2024-07-16,2,1
2024-07-16 09:00:00,29.46,"25,8",32,"42,76",2024-07-16,0,0
2024-07-16 10:00:00,31.85,31,"32,8","41,77",2024-07-16,2,1
2024-07-16 10:00:00,31.85,31,"32,8","41,77",2024-07-16,0,0
2024-07-16 11:00:00,32.13,"31,4","32,8","42,69",2024-07-16,2,1
2024-07-16 11:00:00,32.13,"31,4","32,8","42,69",2024-07-16,0,0
2024-07-16 12:00:00,33.23,"32,9","33,8","40,42",2024-07-16,2,1
2024-07-16 12:00:00,33.23,"32,9","33,8","40,42",2024-07-16,0,0
2024-07-16 13:00:00,34.39,"33,6","35,3","34,78",2024-07-16,2,1
2024-07-16 13:00:00,34.39,"33,6","35,3","34,78",2024-07-16,0,0
2024-07-16 14:00:00,35.06,"34,2","35,9","36,56",2024-07-16,2,1
2024-07-16 14:00:00,35.06,"34,2","35,9","36,56",2024-07-16,0,0
2024-07-16 15:00:00,35.4,"34,3","36,1","35,43",2024-07-16,2,1
2024-07-16 15:00:00,35.4,"34,3","36,1","35,43",2024-07-16,0,0
2024-07-16 16:00:00,35.78,"35,2","36,3","34,6",2024-07-16,2,1
2024-07-16 16:00:00,35.78,"35,2","36,3","34,6",2024-07-16,0,0
2024-07-16 17:00:00,35.35,"34,7","36,1","34,47",2024-07-16,2,1
2024-07-16 17:00:00,35.35,"34,7","36,1","34,47",2024-07-16,0,0
2024-07-16 18:00:00,33.7,"31,5","34,8","37,13",2024-07-16,2,1
2024-07-16 18:00:00,33.7,"31,5","34,8","37,13",2024-07-16,0,0
2024-07-16 19:00:00,32.95,"31,2","33,8","39,58",2024-07-16,2,1
2024-07-16 19:00:00,32.95,"31,2","33,8","39,58",2024-07-16,0,0
2024-07-16 20:00:00,28.44,"27,2","30,6","50,45",2024-07-16,2,1
2024-07-16 20:00:00,28.44,"27,2","30,6","50,45",2024-07-16,0,0
2024-07-16 21:00:00,25.71,"24,6","26,9","58,94",2024-07-16,2,1
2024-07-16 21:00:00,25.71,"24,6","26,9","58,94",2024-07-16,0,0
2024-07-16 22:00:00,24.63,"23,7","25,4","62,93",2024-07-16,2,1
2024-07-16 22:00:00,24.63,"23,7","25,4","62,93",2024-07-16,0,0
2024-07-16 23:00:00,22.79,"21,5","24,5","68,24",2024-07-16,2,1
2024-07-16 23:00:00,22.79,"21,5","24,5","68,24",2024-07-16,0,0
2024-07-17 00:00:00,20.98,"20,3","23,2","73,22",2024-07-17,1,1
2024-07-17 01:00:00,23.74,"22,8","24,4","59,92",2024-07-17,1,1
2024-07-17 02:00:00,21.48,"20,6","22,4","66,22",2024-07-17,1,1
2024-07-17 03:00:00,19.62,19,"20,3","72,62",2024-07-17,1,1
2024-07-17 04:00:00,18.26,"17,8","18,8","77,29",2024-07-17,1,1
2024-07-17 05:00:00,17.53,"17,3","17,6","79,96",2024-07-17,1,1
2024-07-17 06:00:00,17.31,17,18,"81,1",2024-07-17,1,1
2024-07-17 07:00:00,18.81,"17,4","20,7","79,09",2024-07-17,1,1
2024-07-17 08:00:00,24.35,"21,3","26,7","62,77",2024-07-17,1,1
2024-07-17 09:00:00,30.38,"26,9","31,7","46,05",2024-07-17,1,1
2024-07-17 10:00:00,33.03,"31,7","33,8","41,04",2024-07-17,1,1
2024-07-17 11:00:00,33.17,"32,5",34,"41,34",2024-07-17,1,1
2024-07-17 12:00:00,34.56,34,"35,2","38,83",2024-07-17,1,1
2024-07-17 13:00:00,35.01,"34,3","35,4",39,2024-07-17,1,1
2024-07-17 14:00:00,35.37,35,"35,8","37,27",2024-07-17,1,1
2024-07-17 15:00:00,36.0,"35,3",37,"36,01",2024-07-17,1,1
2024-07-17 16:00:00,36.38,"35,9",37,"32,49",2024-07-17,1,1
2024-07-17 17:00:00,35.87,35,"36,9","33,92",2024-07-17,1,1
2024-07-17 18:00:00,35.25,"34,5","35,9","34,01",2024-07-17,1,1
2024-07-17 19:00:00,34.48,"32,9","35,4","37,54",2024-07-17,1,1
2024-07-17 20:00:00,29.82,"28,1","32,1","49,19",2024-07-17,1,1
2024-07-17 21:00:00,26.89,"25,6","27,9","59,71",2024-07-17,1,1
2024-07-17 22:00:00,24.01,"22,7","25,3","69,05",2024-07-17,1,1
2024-07-17 23:00:00,21.65,21,"22,6","73,18",2024-07-17,1,1
2024-07-18 00:00:00,20.17,"19,7","20,9","74,31",2024-07-18,1,0
2024-07-18 01:00:00,19.16,"18,6","19,7","73,78",2024-07-18,1,0
2024-07-18 02:00:00,17.84,"17,3","18,4","75,33",2024-07-18,1,0
2024-07-18 03:00:00,16.97,"16,7","17,2","75,86",2024-07-18,1,0
2024-07-18 04:00:00,16.3,"15,9","16,8","77,21",2024-07-18,1,0
2024-07-18 05:00:00,15.75,"15,7","15,8","78,53",2024-07-18,1,0
2024-07-18 06:00:00,15.59,"15,4",16,"78,41",2024-07-18,1,0
2024-07-18 07:00:00,17.22,"16,1","19,1","78,55",2024-07-18,1,0
2024-07-18 08:00:00,23.13,"19,8","25,9","65,65",2024-07-18,1,0
2024-07-18 09:00:00,29.15,"24,9","31,6","45,4",2024-07-18,1,0
2024-07-18 10:00:00,34.02,"32,3","35,6","35,32",2024-07-18,1,0
2024-07-18 11:00:00,36.29,35,"37,8","30,48",2024-07-18,1,0
2024-07-18 12:00:00,35.66,"35,2","36,1","29,92",2024-07-18,1,0
2024-07-18 13:00:00,35.87,"35,1","37,1","31,54",2024-07-18,1,0
2024-07-18 14:00:00,37.09,"35,8","38,3","30,28",2024-07-18,1,0
2024-07-18 15:00:00,35.68,"34,8","36,4","34,57",2024-07-18,1,0
2024-07-18 16:00:00,34.62,"33,9","35,6","39,86",2024-07-18,1,0
2024-07-18 17:00:00,35.06,"34,4","35,6","36,05",2024-07-18,1,0
2024-07-18 18:00:00,34.89,"34,2","35,6","31,94",2024-07-18,1,0
2024-07-18 19:00:00,33.55,"32,5","34,2","34,04",2024-07-18,1,0
2024-07-18 20:00:00,30.14,29,"31,9","37,66",2024-07-18,1,0
2024-07-18 21:00:00,27.84,27,"28,7","44,98",2024-07-18,1,0
2024-07-18 22:00:00,24.93,"23,6","26,7","50,76",2024-07-18,1,0
2024-07-18 23:00:00,22.38,"21,6","23,4","60,3",2024-07-18,1,0
2024-07-19 00:00:00,21.11,"20,8","21,4","60,39",2024-07-19,1,0
2024-07-19 01:00:00,19.87,"19,4","20,7","59,38",2024-07-19,1,0
2024-07-19 02:00:00,18.53,"18,1","19,2","63,98",2024-07-19,1,0
2024-07-19 03:00:00,18.2,"17,9","18,6","66,14",2024-07-19,1,0
2024-07-19 04:00:00,17.75,"17,6","17,9","69,52",2024-07-19,1,0
2024-07-19 05:00:00,18.09,"17,9","18,2","71,85",2024-07-19,1,0
2024-07-19 06:00:00,18.1,18,"18,3","75,98",2024-07-19,1,0
2024-07-19 07:00:00,18.81,"18,1","20,3","78,41",2024-07-19,1,0
2024-07-19 08:00:00,23.92,"20,8","26,3","63,35",2024-07-19,1,0
2024-07-19 09:00:00,30.68,"26,5","33,2","47,93",2024-07-19,1,0
2024-07-19 10:00:00,34.8,"33,4",36,"40,25",2024-07-19,1,0
2024-07-19 11:00:00,36.45,"35,4","37,3","39,3",2024-07-19,1,0
2024-07-19 12:00:00,36.55,"34,9","37,4","37,88",2024-07-19,1,0
2024-07-19 13:00:00,34.98,"33,3","36,6","43,99",2024-07-19,1,0
2024-07-19 14:00:00,35.67,"34,8","36,2","41,23",2024-07-19,1,0
2024-07-19 15:00:00,36.15,"35,7","37,1","38,31",2024-07-19,1,0
2024-07-19 16:00:00,36.15,"35,4","36,9","40,75",2024-07-19,1,0
2024-07-19 17:00:00,35.45,"34,3","36,2","43,58",2024-07-19,1,0
2024-07-19 18:00:00,34.35,"33,2","35,5","43,45",2024-07-19,1,0
2024-07-19 19:00:00,32.47,"30,8","33,3","47,57",2024-07-19,1,0
2024-07-19 20:00:00,29.51,"28,4","30,7","53,16",2024-07-19,1,0
2024-07-19 21:00:00,27.4,"26,6","28,2","54,77",2024-07-19,1,0
2024-07-19 22:00:00,25.47,25,"26,4","65,55",2024-07-19,1,0
2024-07-19 23:00:00,24.74,"24,2","25,1","62,16",2024-07-19,1,0
2024-07-20 00:00:00,23.91,"23,2","24,3","72,92",2024-07-20,1,0
2024-07-20 00:00:00,23.91,"23,2","24,3","72,92",2024-07-20,0,0
2024-07-20 01:00:00,22.02,"21,1","22,9","81,94",2024-07-20,1,0
2024-07-20 01:00:00,22.02,"21,1","22,9","81,94",2024-07-20,0,0
2024-07-20 02:00:00,19.77,"18,9","20,8","85,37",2024-07-20,1,0
2024-07-20 02:00:00,19.77,"18,9","20,8","85,37",2024-07-20,0,0
2024-07-20 03:00:00,18.11,"17,6","18,7","84,73",2024-07-20,1,0
2024-07-20 03:00:00,18.11,"17,6","18,7","84,73",2024-07-20,0,0
2024-07-20 04:00:00,17.99,"17,4","18,8","83,63",2024-07-20,1,0
2024-07-20 04:00:00,17.99,"17,4","18,8","83,63",2024-07-20,0,0
2024-07-20 05:00:00,20.48,"18,8","22,2","86,97",2024-07-20,1,0
2024-07-20 05:00:00,20.48,"18,8","22,2","86,97",2024-07-20,0,0
2024-07-20 06:00:00,22.45,22,"23,2","85,91",2024-07-20,1,0
2024-07-20 06:00:00,22.45,22,"23,2","85,91",2024-07-20,0,0
2024-07-20 07:00:00,21.83,"21,4","22,4","82,25",2024-07-20,1,0
2024-07-20 07:00:00,21.83,"21,4","22,4","82,25",2024-07-20,0,0
2024-07-20 08:00:00,24.75,"22,6","26,7","70,48",2024-07-20,1,0
2024-07-20 08:00:00,24.75,"22,6","26,7","70,48",2024-07-20,0,0
2024-07-20 09:00:00,29.06,"26,3","30,4","56,88",2024-07-20,1,0
2024-07-20 09:00:00,29.06,"26,3","30,4","56,88",2024-07-20,0,0
2024-07-20 10:00:00,31.17,"30,6","31,8","50,7",2024-07-20,1,0
2024-07-20 10:00:00,31.17,"30,6","31,8","50,7",2024-07-20,0,0
2024-07-20 11:00:00,31.65,"31,2","32,4","49,54",2024-07-20,1,0
2024-07-20 11:00:00,31.65,"31,2","32,4","49,54",2024-07-20,0,0
2024-07-20 12:00:00,32.65,"32,2","33,4","46,32",2024-07-20,1,0
2024-07-20 12:00:00,32.65,"32,2","33,4","46,32",2024-07-20,0,0
2024-07-20 13:00:00,33.31,"32,7","33,8","43,45",2024-07-20,1,0
2024-07-20 13:00:00,33.31,"32,7","33,8","43,45",2024-07-20,0,0
2024-07-20 14:00:00,33.53,"32,5","34,2","42,3",2024-07-20,1,0
2024-07-20 14:00:00,33.53,"32,5","34,2","42,3",2024-07-20,0,0
2024-07-20 15:00:00,33.3,"32,5","33,9","42,59",2024-07-20,1,0
2024-07-20 15:00:00,33.3,"32,5","33,9","42,59",2024-07-20,0,0
2024-07-20 16:00:00,33.3,"32,8","33,7","43,63",2024-07-20,1,0
2024-07-20 16:00:00,33.3,"32,8","33,7","43,63",2024-07-20,0,0
2024-07-20 17:00:00,33.7,"33,3","34,2","44,5",2024-07-20,1,0
2024-07-20 17:00:00,33.7,"33,3","34,2","44,5",2024-07-20,0,0
2024-07-20 18:00:00,33.51,"32,8","33,9","43,29",2024-07-20,1,0
2024-07-20 18:00:00,33.51,"32,8","33,9","43,29",2024-07-20,0,0
2024-07-20 19:00:00,32.22,"30,6","33,4","46,75",2024-07-20,1,0
2024-07-20 19:00:00,32.22,"30,6","33,4","46,75",2024-07-20,0,0
2024-07-20 20:00:00,27.85,"26,3","29,9","58,62",2024-07-20,1,0
2024-07-20 20:00:00,27.85,"26,3","29,9","58,62",2024-07-20,0,0
2024-07-20 21:00:00,24.65,"23,4",26,"69,33",2024-07-20,1,0
2024-07-20 21:00:00,24.65,"23,4",26,"69,33",2024-07-20,0,0
2024-07-20 22:00:00,22.13,"21,4","23,1","78,35",2024-07-20,1,0
2024-07-20 22:00:00,22.13,"21,4","23,1","78,35",2024-07-20,0,0
2024-07-20 23:00:00,20.57,20,"21,3","84,71",2024-07-20,1,0
2024-07-20 23:00:00,20.57,20,"21,3","84,71",2024-07-20,0,0
2024-07-21 00:00:00,19.53,"19,2",20,"89,9",2024-07-21,1,1
2024-07-21 01:00:00,19.38,"19,2","19,5","92,46",2024-07-21,1,1
2024-07-21 02:00:00,18.82,"18,4","19,1","93,05",2024-07-21,1,1
2024-07-21 03:00:00,18.16,18,"18,4","92,58",2024-07-21,1,1
2024-07-21 04:00:00,17.82,"17,7",18,"93,92",2024-07-21,1,1
2024-07-21 05:00:00,17.74,"17,6",18,"94,48",2024-07-21,1,1
2024-07-21 06:00:00,17.79,"17,6","18,1","94,9",2024-07-21,1,1
2024-07-21 07:00:00,19.09,"18,2","20,6","93,65",2024-07-21,1,1
2024-07-21 08:00:00,24.05,21,"26,5","76,27",2024-07-21,1,1
2024-07-21 09:00:00,30.28,"27,5","31,8","53,95",2024-07-21,1,1
2024-07-21 10:00:00,31.96,"30,9","33,2","49,25",2024-07-21,1,1
2024-07-21 11:00:00,33.75,"32,7","34,2","45,12",2024-07-21,1,1
2024-07-21 12:00:00,34.65,"34,2","34,9","42,36",2024-07-21,1,1
2024-07-21 13:00:00,34.74,"34,2","35,4","42,27",2024-07-21,1,1
2024-07-21 14:00:00,35.25,"34,6","35,9","38,07",2024-07-21,1,1
2024-07-21 15:00:00,35.05,"33,7","37,1","38,68",2024-07-21,1,1
2024-07-21 16:00:00,35.5,"34,1","36,3","38,88",2024-07-21,1,1
2024-07-21 17:00:00,33.13,"31,5","34,5","49,2",2024-07-21,1,1
2024-07-21 18:00:00,32.14,"29,7","33,9","50,73",2024-07-21,1,1
2024-07-21 19:00:00,28.04,"27,5","29,4","69,28",2024-07-21,1,1
2024-07-21 20:00:00,26.91,"26,3","27,7","72,23",2024-07-21,1,1
2024-07-21 21:00:00,25.37,25,"26,2","78,15",2024-07-21,1,1
2024-07-21 22:00:00,25.17,"24,3","25,9","69,08",2024-07-21,1,1
2024-07-21 23:00:00,24.12,"23,8","24,3","72,23",2024-07-21,1,1
2024-07-22 00:00:00,23.85,"23,7","24,2","77,66",2024-07-22,2,1
2024-07-22 01:00:00,23.46,"22,7","24,1","74,56",2024-07-22,2,1
2024-07-22 02:00:00,24.33,"23,5","25,3","65,77",2024-07-22,2,1
2024-07-22 03:00:00,21.23,"20,7","22,7","85,91",2024-07-22,2,1
2024-07-22 04:00:00,21.16,"20,9","21,4","86,99",2024-07-22,2,1
2024-07-22 05:00:00,21.02,"20,7","21,5","87,43",2024-07-22,2,1
2024-07-22 06:00:00,21.03,"20,6","21,5","89,11",2024-07-22,2,1
2024-07-22 07:00:00,20.52,"20,2","21,4","90,48",2024-07-22,2,1
2024-07-22 08:00:00,23.45,"21,6","25,7","76,55",2024-07-22,2,1
2024-07-22 09:00:00,27.78,"26,2","29,8","58,56",2024-07-22,2,1
2024-07-22 10:00:00,31.19,"29,6","33,2","49,72",2024-07-22,2,1
2024-07-22 11:00:00,31.52,"29,8","33,7","49,66",2024-07-22,2,1
2024-07-22 12:00:00,31.37,"30,2","32,2","48,14",2024-07-22,2,1
2024-07-22 13:00:00,32.09,"31,3","32,9","46,33",2024-07-22,2,1
2024-07-22 14:00:00,33.24,"31,6","34,6","43,92",2024-07-22,2,1
2024-07-22 15:00:00,29.1,24,"31,9","58,93",2024-07-22,2,1
2024-07-22 16:00:00,22.37,"21,8",23,"88,05",2024-07-22,2,1
2024-07-22 17:00:00,22.55,"22,1","23,4","87,88",2024-07-22,2,1
2024-07-22 18:00:00,23.91,"23,4","24,4","83,52",2024-07-22,2,1
2024-07-22 19:00:00,28.44,"25,9","29,3","68,5",2024-07-22,2,1
2024-07-22 20:00:00,25.41,"23,6","27,7","76,98",2024-07-22,2,1
2024-07-22 21:00:00,22.53,"21,6","23,5","86,05",2024-07-22,2,1
2024-07-22 22:00:00,20.61,"19,9","21,4","89,49",2024-07-22,2,1
2024-07-22 23:00:00,19.58,"19,4","19,8","91,72",2024-07-22,2,1
2024-07-23 00:00:00,19.26,"19,1","19,4","92,96",2024-07-23,0,0
2024-07-23 01:00:00,19.12,19,"19,2","94,28",2024-07-23,0,0
2024-07-23 02:00:00,18.85,"18,7",19,"95,08",2024-07-23,0,0
2024-07-23 03:00:00,18.66,"18,6","18,7","95,69",2024-07-23,0,0
2024-07-23 04:00:00,18.59,"18,4","18,7","96,34",2024-07-23,0,0
2024-07-23 05:00:00,18.12,18,"18,3","96,93",2024-07-23,0,0
2024-07-23 06:00:00,18.01,"17,9","18,2","96,93",2024-07-23,0,0
2024-07-23 07:00:00,18.94,"18,1","20,3","96,2",2024-07-23,0,0
2024-07-23 08:00:00,23.31,"20,6","25,5","82,79",2024-07-23,0,0
2024-07-23 09:00:00,29.86,"26,3","32,2","54,78",2024-07-23,0,0
2024-07-23 10:00:00,33.35,"32,4","34,3","42,78",2024-07-23,0,0
2024-07-23 11:00:00,34.66,"34,2","35,5","38,88",2024-07-23,0,0
2024-07-23 12:00:00,35.12,"34,3","35,6","37,55",2024-07-23,0,0
2024-07-23 13:00:00,35.02,"34,7","35,3","39,99",2024-07-23,0,0
2024-07-23 14:00:00,34.67,"33,9","35,3","45,91",2024-07-23,0,0
2024-07-23 15:00:00,35.23,"34,6","35,8","43,42",2024-07-23,0,0
2024-07-23 16:00:00,34.9,"34,3","35,4","45,16",2024-07-23,0,0
2024-07-23 17:00:00,34.15,"33,3","34,7","43,47",2024-07-23,0,0
2024-07-23 18:00:00,33.28,"32,8","33,9","45,88",2024-07-23,0,0
2024-07-23 19:00:00,31.61,"30,1","33,2","49,16",2024-07-23,0,0
2024-07-23 20:00:00,27.83,"26,4","29,5","59,05",2024-07-23,0,0
2024-07-23 21:00:00,25.56,25,"26,3","66,95",2024-07-23,0,0
2024-07-23 22:00:00,24.45,"24,2","24,9","71,97",2024-07-23,0,0
2024-07-23 23:00:00,23.95,"23,6","24,3","71,91",2024-07-23,0,0
2024-07-24 00:00:00,23.88,"23,4","24,1","65,75",2024-07-24,0,0
2024-07-24 01:00:00,23.13,"22,9","23,4","68,65",2024-07-24,0,0
2024-07-24 02:00:00,23.16,"22,9","23,4","67,13",2024-07-24,0,0
2024-07-24 03:00:00,20.96,20,"22,7","75,57",2024-07-24,0,0
2024-07-24 04:00:00,20.85,20,22,"78,32",2024-07-24,0,0
2024-07-24 05:00:00,20.43,"19,7","21,5","82,28",2024-07-24,0,0
2024-07-24 06:00:00,19.25,19,"19,6","87,98",2024-07-24,0,0
2024-07-24 07:00:00,19.93,"19,2","20,9","88,12",2024-07-24,0,0
2024-07-24 08:00:00,23.75,21,"25,6","74,91",2024-07-24,0,0
2024-07-24 09:00:00,29.22,"26,8","31,8","58,83",2024-07-24,0,0
2024-07-24 10:00:00,33.41,"31,9","34,7","48,07",2024-07-24,0,0
2024-07-24 11:00:00,35.15,"33,9","36,1","42,55",2024-07-24,0,0
2024-07-24 12:00:00,32.72,"31,2","34,7","50,03",2024-07-24,0,0
2024-07-24 13:00:00,33.89,"31,7","35,8","45,11",2024-07-24,0,0
2024-07-24 14:00:00,34.32,"33,1","35,3","45,77",2024-07-24,0,0
2024-07-24 15:00:00,34.38,"33,2","35,2","48,24",2024-07-24,0,0
2024-07-24 16:00:00,35.25,"34,6","35,9","44,48",2024-07-24,0,0
2024-07-24 17:00:00,34.76,"33,9","36,1","42,64",2024-07-24,0,0
2024-07-24 18:00:00,34.09,"33,8","34,4","46,46",2024-07-24,0,0
2024-07-24 19:00:00,32.6,"30,9","34,2","51,86",2024-07-24,0,0
2024-07-24 20:00:00,29.05,"27,9","30,5","61,61",2024-07-24,0,0
2024-07-24 21:00:00,26.67,26,"27,6","68,57",2024-07-24,0,0
2024-07-24 22:00:00,25.36,"24,8","25,9","72,68",2024-07-24,0,0
2024-07-24 23:00:00,23.78,"23,2","24,5","79,68",2024-07-24,0,0
2024-07-25 00:00:00,22.65,"22,4","23,2","84,05",2024-07-25,1,1
2024-07-25 01:00:00,21.64,"21,1","22,3","87,01",2024-07-25,1,1
2024-07-25 02:00:00,20.74,"20,6",21,"89,81",2024-07-25,1,1
2024-07-25 03:00:00,20.25,"20,1","20,5","89,91",2024-07-25,1,1
2024-07-25 04:00:00,22.67,"20,2","24,7","74,46",2024-07-25,1,1
2024-07-25 05:00:00,24.31,"23,2","24,8","61,66",2024-07-25,1,1
2024-07-25 06:00:00,22.29,"21,4","22,9","69,03",2024-07-25,1,1
2024-07-25 07:00:00,21.72,"21,3","22,6","74,76",2024-07-25,1,1
2024-07-25 08:00:00,25.48,"22,8","27,3","60,93",2024-07-25,1,1
2024-07-25 09:00:00,30.4,"28,3","31,9","44,6",2024-07-25,1,1
2024-07-25 10:00:00,33.22,32,"34,4","37,81",2024-07-25,1,1
2024-07-25 11:00:00,34.25,"33,1","35,2","35,25",2024-07-25,1,1
2024-07-25 12:00:00,35.61,"35,2",36,"32,52",2024-07-25,1,1
2024-07-25 13:00:00,35.2,"34,7","35,7","35,69",2024-07-25,1,1
2024-07-25 14:00:00,35.47,"34,6","36,6","37,86",2024-07-25,1,1
